id,image,survey_id,logged_boxes,new_boxes
r_9940e0ced4c4f7834738d964,images/i_e0ee96552b686287b534c70a.jpg,g_1ec0632eababcf044b2c5bb3,"[[295.555556,294.444444,397.777778,388.888889]]","[[145.555556,196.666667,182.222222,227.777778]]"
r_0d783a5fb5960331259022bd,images/i_d6015d5dbf9d9aaf8f371cc5.jpg,g_26808958ac59704f654ca805,"[[222.222222,392.222222,252.222222,424.444444]]","[[286.666667,185.555556,433.333333,375.555556]]"
r_85e359903da33026eea1ab9d,images/i_54a10706bde4a18bc6b026ba.jpg,g_a70e5ed0dc6a7d30a3db8c75,"[[23.333333,158.888889,53.333333,192.222222],[136.666667,151.111111,158.888889,175.555556],[215.555556,244.444444,263.333333,313.333333],[267.777778,262.222222,306.666667,298.888889],[313.333333,283.333333,337.777778,310.0]]","[[57.777778,191.111111,91.111111,225.555556],[126.666667,233.333333,188.888889,287.777778]]"
r_4732106d103ef13df6933e7c,images/i_32af4f633546f6582080828b.jpg,g_e7794f96fa0c593133a89d90,"[[157.777778,316.666667,201.111111,346.666667]]","[[317.777778,330.0,367.777778,374.444444]]"
r_3de3775c927a17d51ff7c17b,images/i_db38868c7090c7d6a2b65c79.jpg,g_c9545e3fb6e174332f462924,[],"[[330.0,302.222222,357.777778,330.0]]"
r_664795540f488537683275f8,images/i_c68c0eb10efb6df4ccef2729.jpg,g_f4e8fc7c0392c04cc48d8952,[],"[[308.888889,263.333333,364.444444,317.777778]]"
r_83f9c09cf767ebca7c5f29cd,images/i_62302ce21a2103ca8931aed5.jpg,g_f80a924dbeee6fe181643e62,[],"[[313.333333,293.333333,353.333333,335.555556]]"
r_2152dd56749cfce653a566c5,images/i_08f95f53aec352380c765304.jpg,g_a70e5ed0dc6a7d30a3db8c75,"[[142.222222,236.666667,497.777778,331.111111]]","[[210.0,221.111111,260.0,303.333333]]"
r_4aa1087b35ca3b9855e18d60,images/i_5321cd97b1bcc3a5a0ffb4c4.jpg,g_1b1f0d440141117fefd1107a,[],"[[164.444444,304.444444,480.0,360.0]]"
r_825b8a8224d9a17263810b67,images/i_672d6588bc1a5498f7a3032e.jpg,g_986eed83a5135fe045b4789c,"[[0.0,2.222222,76.666667,70.0],[0.0,302.222222,48.888889,363.333333],[30.0,326.666667,57.777778,354.444444],[60.0,170.0,106.666667,207.777778],[75.555556,328.888889,140.0,380.0],[97.777778,297.777778,140.0,341.111111],[161.111111,224.444444,188.888889,252.222222],[228.888889,92.222222,288.888889,157.777778],[283.333333,213.333333,333.333333,285.555556],[407.777778,278.888889,446.666667,318.888889],[446.666667,61.111111,480.0,92.222222],[563.333333,21.111111,591.111111,47.777778],[597.777778,48.888889,640.0,86.666667]]","[[35.555556,283.333333,83.333333,320.0],[52.222222,464.444444,90.0,510.0],[120.0,0.0,173.333333,22.222222],[151.111111,5.555556,213.333333,38.888889],[313.333333,296.666667,394.444444,368.888889]]"
r_18b1f7e17f0cbf8ddec74377,images/i_76641d7705128ca147f34d62.jpg,g_7ff694f5713c1a79eafd230c,"[[251.111111,258.888889,290.0,276.666667],[295.555556,278.888889,334.444444,312.222222],[345.555556,65.555556,378.888889,96.666667]]","[[426.666667,57.777778,454.444444,87.777778]]"
r_8606d0307c43efa52bfef7a4,images/i_af35d622807830c491565ec9.jpg,g_cf9939c3fb1ecc83391114fe,[],"[[284.444444,242.222222,362.222222,368.888889]]"
r_4f2ed91a3b80066225fa2206,images/i_8f743628c61680fbbf302dd0.jpg,g_6f69c41f7d219e43a3afa384,[],"[[281.111111,175.555556,345.555556,435.555556]]"
r_6d08c0e361fa832adc710fb9,images/i_1295ab837d2c71948cd7c475.jpg,g_f80a924dbeee6fe181643e62,"[[527.777778,135.555556,558.888889,174.444444]]","[[292.222222,277.777778,335.555556,322.222222],[401.111111,230.0,434.444444,263.333333]]"
r_602a817df1dc1de574bfb5e0,images/i_a81bc1efa654871a63a73081.jpg,g_153f2ceabbf7fb25df867ef6,"[[324.444444,295.555556,360.0,317.777778],[331.111111,564.444444,367.777778,598.888889],[466.666667,404.444444,504.444444,445.555556],[557.777778,371.111111,587.777778,400.0]]","[[394.444444,90.0,427.777778,132.222222],[433.333333,15.555556,468.888889,52.222222]]"
r_09a8da47debf07b0d7757691,images/i_37e079a401c49ce2d3a6542d.jpg,g_146dc2b2eee78be8868b9575,"[[0.0,376.666667,22.222222,411.111111],[30.0,441.111111,56.666667,472.222222],[106.666667,532.222222,133.333333,560.0],[108.888889,554.444444,136.666667,586.666667],[162.222222,214.444444,194.444444,252.222222],[218.888889,526.666667,244.444444,551.111111],[224.444444,556.666667,251.111111,580.0],[225.555556,576.666667,251.111111,602.222222],[256.666667,556.666667,280.0,591.111111],[324.444444,288.888889,363.333333,327.777778]]","[[42.222222,404.444444,72.222222,438.888889],[147.777778,247.777778,170.0,268.888889],[151.111111,317.777778,173.333333,343.333333],[173.333333,528.888889,197.777778,554.444444],[257.777778,321.111111,286.666667,355.555556]]"
r_eda358331c8a4bcfd26f1558,images/i_bdbe10ce3f3bb2fdd3d0b639.jpg,g_0235d1a86cf53fa9bcc317ac,[],"[[285.555556,304.444444,352.222222,360.0]]"
r_f06a4442a7fee736382b8263,images/i_adc3d76fc2ab2222b86b05bd.jpg,g_dfcdb9f3eaade72b7aee0dae,"[[297.777778,288.888889,350.0,327.777778],[325.555556,357.777778,350.0,378.888889],[548.888889,204.444444,585.555556,226.666667]]","[[117.777778,523.333333,137.777778,551.111111],[447.777778,218.888889,475.555556,241.111111]]"
r_12ec21083ed061aeb2af8d23,images/i_749cd903f877281b8e8ef549.jpg,g_5c1373668118a2ecdb25dcce,"[[54.444444,312.222222,85.555556,413.333333],[137.777778,37.777778,165.555556,71.111111]]","[[221.111111,485.555556,260.0,524.444444],[287.777778,303.333333,342.222222,370.0]]"
r_a290a94ce6214a42c6b1a0db,images/i_2a44ecef25fa4909902d1fd0.jpg,g_da96a0749494b37993c877e7,"[[300.0,232.222222,364.444444,297.777778]]","[[222.222222,321.111111,295.555556,388.888889],[267.777778,292.222222,353.333333,364.444444]]"
r_9456e69c535c6dc228648ff6,images/i_0e45c3ed9a596045d8d5c18e.jpg,g_c96e38f77d47b4d3b2bb7261,"[[0.0,114.444444,30.0,156.666667],[0.0,214.444444,111.111111,506.666667],[0.0,255.555556,10.0,285.555556],[26.666667,558.888889,50.0,583.333333],[32.222222,272.222222,64.444444,296.666667],[95.555556,335.555556,121.111111,363.333333],[163.333333,322.222222,198.888889,361.111111],[188.888889,555.555556,212.222222,577.777778],[196.666667,461.111111,226.666667,494.444444],[227.777778,450.0,262.222222,482.222222],[248.888889,464.444444,278.888889,503.333333],[301.111111,420.0,328.888889,454.444444],[384.444444,458.888889,410.0,492.222222]]","[[30.0,618.888889,72.222222,640.0],[48.888889,505.555556,76.666667,537.777778],[63.333333,332.222222,94.444444,368.888889],[76.666667,397.777778,135.555556,463.333333],[272.222222,286.666667,425.555556,425.555556],[317.777778,607.777778,348.888889,640.0],[390.0,286.666667,432.222222,328.888889],[436.666667,436.666667,470.0,472.222222],[500.0,593.333333,538.888889,621.111111],[606.666667,543.333333,632.222222,571.111111]]"
r_c0944ef0346600aa52c5d185,images/i_81354fff951fecba4144a083.jpg,g_0a629472bcc43880721e264b,[],"[[257.777778,258.888889,433.333333,407.777778]]"
r_c365be8d89547901aa49399d,images/i_3910814ebb10045e4b97453f.jpg,g_a8e6e85e214208f83abba24a,"[[47.777778,0.0,145.555556,76.666667],[107.777778,252.222222,277.777778,293.333333],[116.666667,23.333333,161.111111,54.444444],[130.0,304.444444,487.777778,395.555556],[256.666667,236.666667,520.0,303.333333]]","[[456.666667,154.444444,601.111111,370.0]]"
r_d599f19ba5ebaeb5850b32ff,images/i_206a249c8d7e145ed19cfc76.jpg,g_00a2705ceabce754e7a07e41,[],"[[284.444444,221.111111,426.666667,421.111111]]"
r_200112e91be8e0a428da25e6,images/i_8018574f311828bead8a4b30.jpg,g_ce13e71e2fcafc528a00bae7,"[[22.222222,97.777778,52.222222,120.0],[85.555556,118.888889,118.888889,147.777778],[206.666667,265.555556,235.555556,298.888889],[594.444444,37.777778,615.555556,62.222222]]","[[31.111111,34.444444,52.222222,53.333333],[60.0,46.666667,87.777778,74.444444],[317.777778,313.333333,373.333333,368.888889]]"
r_7bd4aa58922cc386df51eeef,images/i_56840f11812ed173ac87704e.jpg,g_06759fdff160cb2d240d218c,[],"[[285.555556,287.777778,324.444444,323.333333]]"
r_19a98afde4df398e1fcee446,images/i_9a21f4d6518020f037692ca0.jpg,g_cd2ef0422a57f279f0c6ffac,"[[312.222222,300.0,376.666667,357.777778]]","[[548.888889,0.0,610.0,46.666667]]"
r_e3ef6bde525e1dfdf5e84c27,images/i_84bfe96cde11727bc6c49514.jpg,g_3b2fb0d541f33400c10951d1,[],"[[287.777778,261.111111,334.444444,307.777778]]"
r_563f338c84e1e36b11555936,images/i_54f88bf67585ac9345b54b0b.jpg,g_850a903ad1d8c58061c45f47,"[[298.888889,290.0,331.111111,325.555556],[410.0,384.444444,640.0,532.222222]]","[[192.222222,140.0,224.444444,175.555556]]"
r_6810598176c2408ac4c4998a,images/i_06b9b8154581e51acac3f7d6.jpg,g_bf40289918a132528c415b4e,[],"[[297.777778,303.333333,318.888889,327.777778]]"
r_51d799ef221186f3b59d24cf,images/i_e07c41b58d87983687b71a37.jpg,g_146dc2b2eee78be8868b9575,"[[265.555556,44.444444,291.111111,71.111111],[306.666667,333.333333,331.111111,356.666667],[351.111111,294.444444,377.777778,322.222222],[361.111111,280.0,401.111111,318.888889],[381.111111,356.666667,412.222222,383.333333],[384.444444,272.222222,406.666667,297.777778],[397.777778,430.0,442.222222,463.333333],[402.222222,405.555556,442.222222,441.111111],[405.555556,341.111111,450.0,387.777778]]","[[158.888889,114.444444,193.333333,151.111111],[224.444444,0.0,253.333333,16.666667],[240.0,8.888889,265.555556,35.555556],[253.333333,26.666667,278.888889,53.333333],[267.777778,285.555556,317.777778,333.333333],[390.0,380.0,423.333333,413.333333],[436.666667,332.222222,464.444444,361.111111]]"
r_9661446c76ea468711c8800d,images/i_3d9badcda38a9949bf13758b.jpg,g_146012b47cdbc82cff624cd4,"[[126.666667,191.111111,303.333333,396.666667],[134.444444,474.444444,210.0,541.111111],[145.555556,154.444444,228.888889,224.444444],[217.777778,410.0,314.444444,495.555556],[256.666667,157.777778,440.0,474.444444],[512.222222,163.333333,583.333333,274.444444]]","[[234.444444,130.0,347.777778,237.777778]]"
r_9ad687be2b680d28360c2930,images/i_94855a677d3540e41235e2be.jpg,g_3e7f5d4c1b871125c1e99076,"[[75.555556,387.777778,163.333333,434.444444],[283.333333,286.666667,372.222222,373.333333],[396.666667,7.777778,481.111111,96.666667]]","[[321.111111,42.222222,370.0,96.666667],[364.444444,33.333333,383.333333,52.222222],[517.777778,240.0,640.0,280.0]]"
r_cef06f987f0f36474b8ddabc,images/i_4dffc4d9a90d891b34d3d644.jpg,g_1b1f0d440141117fefd1107a,[],"[[312.222222,252.222222,377.777778,328.888889]]"
r_c1327b5227fbe93280a38357,images/i_c32eed2763ca9af481474924.jpg,g_fbb7215b901b25b75ee7c6c4,"[[267.777778,274.444444,306.666667,316.666667]]","[[391.111111,34.444444,412.222222,54.444444]]"
r_741b146551ee6433f07ed0e6,images/i_da4b3a20955b54147a7afe88.jpg,g_986eed83a5135fe045b4789c,"[[51.111111,217.777778,78.888889,243.333333],[286.666667,194.444444,317.777778,225.555556],[294.444444,106.666667,318.888889,138.888889],[324.444444,260.0,352.222222,288.888889],[338.888889,214.444444,363.333333,238.888889],[377.777778,106.666667,405.555556,134.444444],[447.777778,193.333333,476.666667,223.333333],[507.777778,316.666667,541.111111,342.222222],[513.333333,301.111111,541.111111,325.555556],[530.0,261.111111,550.0,290.0],[571.111111,0.0,600.0,32.222222],[591.111111,305.555556,613.333333,336.666667]]","[[300.0,286.666667,355.555556,342.222222],[415.555556,58.888889,450.0,82.222222],[444.444444,214.444444,474.444444,243.333333],[444.444444,267.777778,471.111111,298.888889],[483.333333,203.333333,521.111111,236.666667],[485.555556,265.555556,502.222222,283.333333],[493.333333,256.666667,516.666667,277.777778],[613.333333,343.333333,640.0,373.333333]]"
r_653aa08c6a9d060ea9b66a71,images/i_fb4d9f41feabed6f820ad66c.jpg,g_2d8fcf969894eed25df4be6c,"[[472.222222,275.555556,496.666667,301.111111],[516.666667,370.0,553.333333,411.111111]]","[[214.444444,236.666667,254.444444,270.0],[266.666667,310.0,327.777778,390.0],[397.777778,186.666667,427.777778,223.333333],[524.444444,341.111111,544.444444,381.111111],[600.0,128.888889,640.0,164.444444]]"
r_c409534862bf2d6b1593f2bf,images/i_7e7f9eb3176c28bf8a4a0e27.jpg,g_f1cbae0626c27c37bea3d945,"[[342.222222,622.222222,372.222222,640.0]]","[[312.222222,327.777778,347.777778,366.666667]]"
r_c0d8e4dc12a95a084c169b43,images/i_fae7db2acafcbb3cf8276cd9.jpg,g_35340ca7eb897fe0da902590,"[[154.444444,185.555556,260.0,228.888889],[186.666667,214.444444,520.0,364.444444],[194.444444,262.222222,250.0,308.888889]]","[[282.222222,284.444444,322.222222,323.333333]]"
r_b291f588aaa44ee913978313,images/i_8f74f6fd1d8f03a640c5f02b.jpg,g_5cff7f74e6e249eb45ac9f05,[],"[[287.777778,307.777778,321.111111,343.333333]]"
r_574a41d57836c6f8b51b3315,images/i_800f0d19c17d944cf5a83c87.jpg,g_29fea756161746c27e6a7ded,[],"[[333.333333,317.777778,364.444444,345.555556]]"
r_ded8735f672dd847b026a73a,images/i_d32fad259e4ba56c935e1bee.jpg,g_c96e38f77d47b4d3b2bb7261,"[[12.222222,274.444444,34.444444,301.111111],[126.666667,515.555556,162.222222,543.333333],[133.333333,478.888889,158.888889,506.666667],[165.555556,240.0,191.111111,267.777778],[198.888889,78.888889,224.444444,106.666667],[202.222222,143.333333,227.777778,170.0],[236.666667,97.777778,262.222222,125.555556],[250.0,300.0,276.666667,326.666667],[250.0,563.333333,278.888889,588.888889],[298.888889,318.888889,323.333333,348.888889],[375.555556,621.111111,407.777778,640.0],[443.333333,177.777778,477.777778,206.666667],[510.0,403.333333,545.555556,453.333333],[573.333333,626.666667,600.0,640.0]]","[[35.555556,56.666667,64.444444,83.333333],[91.111111,386.666667,122.222222,414.444444],[127.777778,176.666667,156.666667,206.666667],[154.444444,521.111111,178.888889,548.888889],[284.444444,585.555556,316.666667,621.111111],[340.0,585.555556,375.555556,628.888889],[432.222222,543.333333,462.222222,580.0],[451.111111,546.666667,478.888889,574.444444],[583.333333,342.222222,613.333333,382.222222]]"
r_de21aa2f74a9087e20f3929d,images/i_efad2df5ec97effdc16ef9d1.jpg,g_58f1a79d8ccb1ac2cbbabfd1,"[[0.0,0.0,86.666667,126.666667],[163.333333,212.222222,186.666667,236.666667],[191.111111,287.777778,223.333333,316.666667],[191.111111,354.444444,277.777778,508.888889],[197.777778,492.222222,304.444444,537.777778],[308.888889,505.555556,328.888889,525.555556],[314.444444,622.222222,344.444444,640.0],[330.0,588.888889,357.777778,614.444444],[360.0,503.333333,434.444444,570.0],[576.666667,68.888889,640.0,141.111111]]","[[66.666667,533.333333,124.444444,573.333333],[158.888889,0.0,350.0,408.888889],[363.333333,592.222222,396.666667,616.666667],[374.444444,525.555556,396.666667,544.444444]]"
r_102d41302d3c0a308999b638,images/i_691b10278672e3e1ecc502ab.jpg,g_b530884cc2bafaea79371b99,"[[451.111111,114.444444,508.888889,181.111111]]","[[312.222222,274.444444,388.888889,380.0]]"
r_28997a6ada0de725b702d9a0,images/i_c9301752313b4ea85644f21d.jpg,g_d53c0806a84d48de3a05f1f6,"[[0.0,185.555556,22.222222,261.111111],[0.0,584.444444,110.0,640.0],[230.0,497.777778,430.0,640.0],[268.888889,150.0,396.666667,488.888889],[274.444444,261.111111,338.888889,388.888889],[284.444444,94.444444,317.777778,133.333333],[290.0,0.0,320.0,33.333333],[317.777778,284.444444,360.0,322.222222],[341.111111,444.444444,385.555556,483.333333],[372.222222,483.333333,400.0,514.444444],[427.777778,488.888889,455.555556,533.333333],[572.222222,315.555556,607.777778,350.0]]","[[376.666667,245.555556,482.222222,314.444444],[487.777778,600.0,511.111111,636.666667],[563.333333,265.555556,583.333333,292.222222]]"
r_c276acb12dc5a2611892d62f,images/i_99e9f39278ac25493cd8ee6a.jpg,g_153f2ceabbf7fb25df867ef6,"[[285.555556,295.555556,357.777778,392.222222]]","[[501.111111,461.111111,534.444444,500.0]]"
r_01b3e64c65def48709590ba6,images/i_ff54394f5f2d3a611a8a844b.jpg,g_ea61804ec1b67732d75ad156,[],"[[580.0,301.111111,626.666667,352.222222]]"
r_d9663c1e310051a0c3d76208,images/i_21fa930fbd342565d2e92840.jpg,g_a525ec32c239c64fd691dc72,[],"[[196.666667,216.666667,396.666667,433.333333]]"
r_166746e724ef997eb16c580d,images/i_0a300cc4c7b533c489d6c63d.jpg,g_0f3acf4fe96ef13cee00a326,"[[278.888889,8.888889,306.666667,36.666667],[355.555556,388.888889,382.222222,414.444444]]","[[286.666667,351.111111,305.555556,368.888889],[302.222222,325.555556,337.777778,358.888889]]"
r_673f9c2aafaa987073dc0bb7,images/i_29d1d66163e19feca75c5b42.jpg,g_495fc3e5170e839c82003c16,[],"[[126.666667,2.222222,172.222222,40.0],[298.888889,246.666667,398.888889,430.0]]"
r_9616a356effd198786e2d6e4,images/i_c51abbec7f1f7a6929a7a008.jpg,g_b6f920436b9a428b73297028,"[[25.555556,240.0,136.666667,337.777778],[201.111111,278.888889,473.333333,403.333333],[287.777778,45.555556,315.555556,67.777778],[346.666667,154.444444,384.444444,202.222222],[355.555556,17.777778,384.444444,46.666667],[375.555556,146.666667,501.111111,257.777778]]","[[0.0,271.111111,51.111111,361.111111],[223.333333,113.333333,407.777778,248.888889],[240.0,93.333333,273.333333,123.333333]]"
r_da03657b523dfb54b9b0c3cd,images/i_88ec043f5d262f92972ebea8.jpg,g_c2b41f46dc3fa2d486c1b0a8,[],"[[277.777778,325.555556,313.333333,364.444444]]"
r_70340346bea8b32e7f7d7be7,images/i_c3d62904602f8c75bca78768.jpg,g_d53c0806a84d48de3a05f1f6,[],"[[308.888889,298.888889,352.222222,342.222222]]"
r_da7a1c3499fab8fa19fe3836,images/i_8c4469f7ff49447b395c2a0d.jpg,g_adb1b8e08dd019a2d46c1d0b,[],"[[291.111111,287.777778,404.444444,387.777778]]"
r_01d539b16634c3d32ac1ea23,images/i_44db16ca66d83fe7bb0cf693.jpg,g_a9a23a0876fb9aef8c77c7b6,"[[373.333333,263.333333,397.777778,283.333333],[437.777778,221.111111,460.0,243.333333]]","[[333.333333,292.222222,362.222222,312.222222]]"
r_ab981da880ac4f9e6343cb76,images/i_e4e93e01ef9b37ba202669e6.jpg,g_d6cb9e1e058f0bc69cb8f2f2,"[[335.555556,138.888889,378.888889,178.888889],[366.666667,84.444444,405.555556,117.777778],[388.888889,34.444444,438.888889,77.777778],[388.888889,90.0,427.777778,131.111111],[393.333333,557.777778,421.111111,587.777778],[404.444444,457.777778,430.0,485.555556],[422.222222,145.555556,467.777778,197.777778],[450.0,186.666667,485.555556,225.555556],[457.777778,538.888889,510.0,583.333333],[471.111111,73.333333,515.555556,127.777778],[483.333333,487.777778,510.0,520.0],[506.666667,466.666667,546.666667,505.555556],[507.777778,308.888889,537.777778,336.666667],[517.777778,170.0,560.0,231.111111],[535.555556,108.888889,571.111111,142.222222],[613.333333,312.222222,633.333333,338.888889]]","[[232.222222,327.777778,374.444444,607.777778],[266.666667,86.666667,334.444444,155.555556],[367.777778,172.222222,412.222222,211.111111],[394.444444,128.888889,416.666667,164.444444],[395.555556,486.666667,423.333333,520.0],[416.666667,487.777778,446.666667,516.666667],[428.888889,543.333333,465.555556,577.777778],[445.555556,568.888889,477.777778,596.666667],[490.0,42.222222,518.888889,66.666667],[573.333333,78.888889,627.777778,134.444444],[602.222222,100.0,631.111111,133.333333]]"
r_466544cc44ea3489f9bcf6b6,images/i_8cd6978efbb132eda7190c3c.jpg,g_d19fa880907fbd71defcb1a7,[],"[[292.222222,298.888889,386.666667,376.666667]]"
r_5d488b42f6f757597aa9c1a0,images/i_7e19a6c1b94dbfffeac0e53b.jpg,g_a4efb78e3e419f3048ef9a40,[],"[[175.555556,486.666667,202.222222,510.0],[274.444444,298.888889,328.888889,370.0],[307.777778,437.777778,335.555556,463.333333]]"
r_1325cb5bfa6567e977c84d2a,images/i_ceb6005e49539d0e4035a772.jpg,g_c64613aeb7417d9fd582de30,[],"[[252.222222,250.0,351.111111,425.555556],[315.555556,354.444444,346.666667,395.555556]]"
r_61dced341f980e41052e596f,images/i_d7f2a4f6d2542dd350d84d1e.jpg,g_0f3acf4fe96ef13cee00a326,"[[325.555556,275.555556,353.333333,312.222222],[375.555556,110.0,407.777778,140.0],[403.333333,186.666667,431.111111,214.444444],[421.111111,34.444444,446.666667,64.444444]]","[[227.777778,453.333333,256.666667,482.222222],[375.555556,184.444444,408.888889,216.666667],[408.888889,145.555556,435.555556,165.555556]]"
r_d74d1df1910f80b2cc417ced,images/i_1c546a90b523b77708e8b8a0.jpg,g_361d01b7aa6e31537b15495c,"[[183.333333,108.888889,297.777778,238.888889],[261.111111,264.444444,377.777778,385.555556]]","[[0.0,72.222222,62.222222,208.888889],[261.111111,483.333333,366.666667,595.555556]]"
r_acae7e024796c3a505490557,images/i_bbb7265493eaa8078634718c.jpg,g_9fd19a10fc3a357c727ed85d,"[[165.555556,358.888889,237.777778,438.888889]]","[[280.0,248.888889,395.555556,321.111111]]"
r_7c4d2ac7d5a54d56a7f5443f,images/i_bd060f40266d153cd903f93b.jpg,g_d928d121bc8243a8396c07b6,[],"[[325.555556,288.888889,367.777778,337.777778]]"
r_5146c020b871bcfb7bc8b0ce,images/i_ab18aa98c83c7fff756182cd.jpg,g_f80a924dbeee6fe181643e62,[],"[[276.666667,292.222222,334.444444,366.666667]]"
r_0123d9892bf4cd4f059abddd,images/i_ee778d375c702e8e3ac4b2b6.jpg,g_1979157cf402029e930d18f9,"[[283.333333,298.888889,314.444444,337.777778],[583.333333,112.222222,628.888889,156.666667],[620.0,0.0,640.0,35.555556]]","[[5.555556,78.888889,101.111111,148.888889]]"
r_6e422e759a7c349a707be617,images/i_4508b090c514f8dc8e267371.jpg,g_d6cb9e1e058f0bc69cb8f2f2,"[[224.444444,247.777778,268.888889,288.888889],[285.555556,263.333333,325.555556,308.888889],[467.777778,567.777778,604.444444,640.0]]","[[210.0,196.666667,236.666667,241.111111],[220.0,611.111111,248.888889,633.333333],[341.111111,290.0,381.111111,330.0]]"
r_653348f584a915e249a846a9,images/i_ea12389b07d7ce79806a53e5.jpg,g_a8273baf76779cc47f55df4a,"[[233.333333,290.0,372.222222,371.111111],[320.0,278.888889,350.0,304.444444],[352.222222,473.333333,388.888889,505.555556],[431.111111,295.555556,475.555556,337.777778],[446.666667,482.222222,470.0,511.111111],[458.888889,432.222222,481.111111,460.0]]","[[21.111111,337.777778,73.333333,376.666667],[90.0,358.888889,145.555556,412.222222],[311.111111,364.444444,336.666667,387.777778],[375.555556,497.777778,397.777778,522.222222]]"
r_28ad1b4d47e8efe1443bf1fb,images/i_70a680b1d227545dc7dc0d3d.jpg,g_789e503e7e540ac443554fd8,"[[138.888889,12.222222,155.555556,33.333333],[161.111111,83.333333,188.888889,105.555556],[164.444444,20.0,186.666667,42.222222],[174.444444,173.333333,264.444444,262.222222],[181.111111,64.444444,213.333333,84.444444],[238.888889,125.555556,263.333333,155.555556],[242.222222,38.888889,274.444444,72.222222],[277.777778,331.111111,462.222222,430.0],[280.0,8.888889,504.444444,57.777778],[304.444444,90.0,337.777778,114.444444],[324.444444,83.333333,355.555556,116.666667],[355.555556,0.0,388.888889,25.555556],[407.777778,33.333333,551.111111,86.666667],[476.666667,0.0,510.0,20.0],[560.0,17.777778,588.888889,50.0]]","[[157.777778,34.444444,194.444444,66.666667],[192.222222,36.666667,222.222222,70.0],[225.555556,67.777778,300.0,134.444444],[250.0,0.0,288.888889,27.777778],[264.444444,192.222222,327.777778,497.777778],[270.0,44.444444,296.666667,67.777778],[298.888889,42.222222,394.444444,94.444444],[340.0,67.777778,400.0,97.777778],[606.666667,5.555556,630.0,25.555556]]"
r_7acea416c457a3329cd405f1,images/i_8dad28bb2ac3d1ff1e308c9f.jpg,g_3dbdc9c0a9f52245c5ee1324,"[[23.333333,452.222222,68.888889,512.222222],[70.0,210.0,114.444444,285.555556],[100.0,105.555556,128.888889,138.888889],[132.222222,103.333333,161.111111,130.0],[162.222222,544.444444,260.0,637.777778],[170.0,0.0,214.444444,124.444444],[246.666667,201.111111,263.333333,217.777778],[266.666667,44.444444,288.888889,58.888889],[268.888889,0.0,295.555556,17.777778],[288.888889,55.555556,306.666667,71.111111],[336.666667,332.222222,361.111111,354.444444],[391.111111,127.777778,407.777778,146.666667],[422.222222,196.666667,452.222222,230.0],[438.888889,257.777778,455.555556,273.333333],[487.777778,150.0,505.555556,165.555556],[522.222222,72.222222,546.666667,88.888889]]","[[117.777778,193.333333,140.0,217.777778],[346.666667,65.555556,365.555556,80.0],[396.666667,32.222222,418.888889,54.444444],[407.777778,345.555556,430.0,365.555556],[422.222222,227.777778,455.555556,250.0],[444.444444,161.111111,488.888889,201.111111],[494.444444,135.555556,513.333333,146.666667]]"
r_c5eee59f66454459c10bdf18,images/i_06e66686d888a322a61453ca.jpg,g_d6cb9e1e058f0bc69cb8f2f2,"[[208.888889,425.555556,257.777778,498.888889],[222.222222,614.444444,263.333333,640.0],[242.222222,546.666667,300.0,596.666667],[244.444444,0.0,395.555556,158.888889],[250.0,464.444444,270.0,485.555556],[257.777778,281.111111,297.777778,336.666667],[286.666667,393.333333,324.444444,448.888889],[305.555556,227.777778,357.777778,275.555556],[404.444444,114.444444,432.222222,144.444444],[427.777778,44.444444,457.777778,72.222222],[434.444444,208.888889,461.111111,236.666667],[440.0,97.777778,476.666667,133.333333],[468.888889,94.444444,521.111111,138.888889],[517.777778,22.222222,557.777778,61.111111]]","[[147.777778,600.0,194.444444,640.0],[188.888889,386.666667,218.888889,418.888889],[233.333333,532.222222,274.444444,563.333333],[280.0,532.222222,308.888889,577.777778],[291.111111,601.111111,322.222222,633.333333],[308.888889,250.0,352.222222,350.0],[325.555556,320.0,361.111111,361.111111],[338.888889,242.222222,378.888889,290.0],[372.222222,343.333333,432.222222,392.222222],[376.666667,457.777778,410.0,482.222222],[380.0,600.0,418.888889,636.666667],[406.666667,42.222222,434.444444,75.555556],[415.555556,12.222222,441.111111,40.0],[456.666667,125.555556,488.888889,153.333333],[494.444444,44.444444,521.111111,75.555556]]"
r_8f78fa3a3ee7b7cacbdc31fc,images/i_1bf752df0c783e73afc1211d.jpg,g_76c960aa4b4cf4c78de449ec,"[[0.0,40.0,21.111111,68.888889],[1.111111,10.0,27.777778,34.444444],[10.0,178.888889,37.777778,212.222222],[418.888889,14.444444,444.444444,41.111111],[422.222222,52.222222,454.444444,85.555556],[473.333333,190.0,505.555556,223.333333],[493.333333,91.111111,515.555556,114.444444],[511.111111,424.444444,535.555556,451.111111],[523.333333,415.555556,551.111111,443.333333],[537.777778,75.555556,558.888889,97.777778],[628.888889,396.666667,640.0,417.777778]]","[[102.222222,173.333333,133.333333,207.777778],[115.555556,494.444444,147.777778,527.777778],[305.555556,317.777778,337.777778,351.111111]]"
r_4627fc14f2faaaa0c707ad75,images/i_8bb425b67adabf39bf799297.jpg,g_17e743a0ed217f68d71b6ed8,"[[193.333333,128.888889,232.222222,171.111111],[293.333333,190.0,335.555556,235.555556],[322.222222,148.888889,368.888889,202.222222]]","[[160.0,0.0,274.444444,26.666667],[315.555556,260.0,371.111111,354.444444]]"
